row_index,original_text,detected_entities,entity_types,confidence_scores
956,"above Waterstones, 66 Scotch St, Carlisle CA3 8PN, United Kingdom",LOCATION:Scotch St; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
957,"Warwick Rd, Carlisle CA1 2SB, UK",PERSON:Warwick Rd; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
958,"W Walls, Carlisle CA3 8UF, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
959,"40-44 Cecil St, Carlisle CA1 1NT, UK",DATE_TIME:40-44; PERSON:Cecil St; LOCATION:Carlisle; LOCATION:UK,DATE_TIME; PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
960,"350 King's Rd, Chelsea, London SW3 5UU, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
961,"239 Brompton Rd, Chelsea, London SW3 2EP, UK",PERSON:Brompton Rd; LOCATION:Chelsea; LOCATION:London; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
962,"65-71 Sloane Ave, Chelsea, London SW3 3DH, UK",PERSON:Sloane Ave; LOCATION:Chelsea; LOCATION:London; DATE_TIME:3DH; LOCATION:UK,PERSON; LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
963,"243 Brompton Rd, Chelsea, London SW3 2EP, UK",PERSON:Brompton Rd; LOCATION:Chelsea; LOCATION:London; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
964,"Kensington Arcade, 123 Kensington High St, Kensington, London W8 5SF, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
965,"88 Kensington High St, Kensington, London W8 4SG, UK",LOCATION:Kensington; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
966,"325 Fulham Rd, Chelsea, London SW10 9QL, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
967,"263-267 Old Brompton Rd, Earl's Court, London SW5 9JA, UK",PERSON:Earl; LOCATION:London; DATE_TIME:9JA; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
968,"46 Thurloe St, South Kensington, London SW7 2LT, UK",PERSON:Thurloe St; LOCATION:South Kensington; LOCATION:London; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
969,"Unit A and B, 369 Fulham Rd, Chelsea, London SW10 9TR, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
970,"3 Launceston Pl, Kensington, London W8 5RL, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
971,"123A King's Rd, Chelsea, London SW3 4PL, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
972,"47 Old Brompton Rd, South Kensington, London SW7 3JP, UK",LOCATION:Brompton Rd; LOCATION:South Kensington; LOCATION:London; DATE_TIME:3JP; LOCATION:UK,LOCATION; LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
973,"2A Phillimore Gardens, Kensington, London W8 7QB, UK",LOCATION:Phillimore Gardens; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
974,"26 Cromwell Pl, Kensington, London SW7 2LD, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
975,"Michelin House, 81 Fulham Rd, London SW3 6RD, United Kingdom",LOCATION:London; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
976,"Cafe Tarte, 270 Kensington High St, Kensington, London W8 6ND, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
977,"225 Kensington High St, Kensington, London W8 6SA, UK",NRP:Kensington; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,NRP; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
978,"Kensington Arcade, 8 Kensington High St, Kensington, London W8 5SF, UK",LOCATION:Kensington; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
979,"5b Harrington Rd, South Kensington, London SW7 3ES, UK",LOCATION:Harrington Rd; LOCATION:South Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
980,"57 Pendle St, Nelson BB9 7TX, UK",PERSON:Pendle St; PERSON:Nelson; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
981,"Unit 1B Pendle Rise Shopping Centre, Nelson BB9 9SL, United Kingdom",PERSON:Nelson; LOCATION:United Kingdom,PERSON; LOCATION,0.850; 0.850
982,"Warehouse La, Foulridge, Colne BB8 7PP, United Kingdom",LOCATION:Foulridge; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
983,"39 Jinny Ln, Burnley BB12 9LL, UK",PERSON:Jinny Ln; PERSON:Burnley; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
984,"Long Ing Ln, Barnoldswick BB18 6BJ, UK",PERSON:Long Ing Ln; PERSON:Barnoldswick BB18 6BJ; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
985,"The PIcnic Site, Barley Rd, Barley, Burnley BB12 9JX, UK",PERSON:Barley; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
986,"Market St, Colne BB8 0HR, UK",LOCATION:Market St; LOCATION:Colne BB8; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
987,"1, 27 Skipton Rd, Colne BB8 0NU, UK",PERSON:Skipton Rd; PERSON:Colne BB8 0NU; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
988,"Burnley BB12 9LL, UK",PERSON:Burnley; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
989,"Barnoldswick BB18 5SU, UK",PERSON:Barnoldswick BB18; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
990,"26 Church St, Colne BB8 0LG, UK",LOCATION:Colne BB8 0LG; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
991,"1 Great George St, Colne BB8 0SY, UK",LOCATION:Colne BB8 0SY; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
992,"Hollin Bank, Brierfield, Nelson BB9 5NG, UK",LOCATION:Brierfield; PERSON:Nelson; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
993,"79 Vernon St, Nelson BB9 9DE, UK",PERSON:Vernon St; PERSON:Nelson; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
994,"21 Albert Rd, Barnoldswick BB18 5AA, UK",PERSON:Albert Rd; DATE_TIME:5AA; LOCATION:UK,PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850
995,"Unnamed Road, Colne BB8 7HH, UK",LOCATION:Colne BB8 7HH; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
996,"Wycoller Road, Wycoller, Colne BB8 8SY, UK",LOCATION:Wycoller Road; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
997,"Alkincoats Park, Alkincoats Rd, Colne BB8 9QQ, United Kingdom",PERSON:Alkincoats Park; PERSON:Alkincoats Rd; PERSON:Colne BB8 9QQ; LOCATION:United Kingdom,PERSON; PERSON; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
998,"41 Market St, Colne BB8 0LJ, UK",LOCATION:Colne BB8 0LJ; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
999,"The Salvation Army, Stanley St, Nelson BB9 7EL, United Kingdom",PERSON:Stanley St; PERSON:Nelson; DATE_TIME:7EL; LOCATION:United Kingdom,PERSON; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
1000,"31 Catherine St, Salisbury SP1 2DQ, UK",PERSON:Catherine St; LOCATION:Salisbury; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1001,"108 Fisherton St, Salisbury SP2 7QY, UK",PERSON:Fisherton St; LOCATION:Salisbury; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1002,"Lower Farm, Devizes Rd, Rowde, Devizes SN10 2LX, United Kingdom",LOCATION:Devizes Rd; PERSON:Devizes SN10 2LX; LOCATION:United Kingdom,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
1003,"69 Fisherton St, Salisbury SP2 7SU, UK",PERSON:Fisherton St; LOCATION:Salisbury; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1004,"48 Frome Rd, Bradford-on-Avon BA15 1LE, UK",PERSON:Frome Rd; LOCATION:Bradford; DATE_TIME:1LE; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
1005,"Bradford Leigh, Holt, Bradford-on-Avon BA15 2RW, UK",PERSON:Bradford Leigh; LOCATION:Holt; LOCATION:Bradford; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
1006,"The Locks, Devizes SN10 1QR, UK",LOCATION:UK,LOCATION,0.850
1007,"37 Fore St, Trowbridge BA14 8EJ, UK",PERSON:Fore St; LOCATION:Trowbridge; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1008,"4, St Marys Courtyard, Church St, Calne SN11 0QZ, United Kingdom",LOCATION:St Marys Courtyard; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
1009,"47-48 High St, Marlborough SN8 1HQ, UK",LOCATION:High St; LOCATION:Marlborough; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1010,"Allington, Chippenham SN14 6LJ, United Kingdom",LOCATION:Chippenham; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
1011,"1b High St, Corsham SN13 0ES, UK",PERSON:Corsham; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1012,"100 Goodwin Cl, Warminster BA12 0DF, UK",LOCATION:Warminster; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1013,"13 Kington Saint Michael, Chippenham SN14 6JB, UK",PERSON:Kington Saint Michael; LOCATION:Chippenham; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1014,"20 Kennet Pl, Marlborough SN8 1NG, UK",LOCATION:Marlborough; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1015,"54 Calne Rd, Lyneham, Chippenham SN15 4PW, UK",PERSON:Lyneham; DATE_TIME:4PW; LOCATION:UK,PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850
1016,"Honey Street, Village SN9 5PS, UK",LOCATION:UK,LOCATION,0.850
1017,"Tidworth Rd, Cholderton, Salisbury SP4 0DR, UK",PERSON:Tidworth Rd; LOCATION:Cholderton; LOCATION:Salisbury; DATE_TIME:0DR; LOCATION:UK,PERSON; LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
1018,"18 Market Pl, Chippenham SN15 3HW, UK",LOCATION:UK,LOCATION,0.850
1019,"Drawing Projects UK, 10 Stallard St, Trowbridge BA14 9AE, UK",PERSON:Stallard St; LOCATION:Trowbridge; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1020,"155 Send Rd, Send, Woking GU23 7EZ, UK",PERSON:Send Rd; PERSON:Woking; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
1021,"Heather Farm, Horsell Common Rd, Woking GU21 4XY, UK",PERSON:Heather Farm; LOCATION:Woking; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1022,"63 Commercial Way, Woking GU21 6HN, UK",PERSON:Woking; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1023,"9 Goldsworth Rd, Woking GU21 6JY, UK",PERSON:Goldsworth Rd; PERSON:Woking; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
1024,"80 High St, Woking GU21 4SZ, UK",LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1025,"3 Church Path, Woking GU21 6EJ, UK",PERSON:Woking; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1026,"88 High St, Woking GU21 4SZ, UK",LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1027,"The Lightbox, Chobham Rd, Woking GU21 4AA, UK",LOCATION:Woking GU21 4AA; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1028,"27 Commercial Way, Woking GU21 6XR, UK",PERSON:Woking; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1029,"73 Commercial Way, Woking GU21 6HN, UK",PERSON:Woking; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1030,"33 High St, Woking GU22 9LW, UK",LOCATION:UK,LOCATION,0.850
1031,"Wisley, Woking GU23 6QB, UK",DATE_TIME:6QB; LOCATION:UK,DATE_TIME; LOCATION,0.850; 0.850
1032,"48 Wolsey Walk, Woking GU21 6XX, UK",PERSON:Wolsey Walk; PERSON:Woking; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
1033,"82 Goldsworth Rd, Woking GU21 6NX, UK",PERSON:Goldsworth Rd; PERSON:Woking; DATE_TIME:6NX; LOCATION:UK,PERSON; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
1034,"Kiosk 10, Market Walk, Peacock Centre GU21 6GB, United Kingdom",LOCATION:GB; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
1035,"UNIT 24, Wolsey Walk, Woking GU21 6XX, UK",PERSON:Wolsey Walk; PERSON:Woking; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
1036,"1 The Peacocks Centre, Woking GU21 6GE, UK",LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1037,"Crown House, One Crown Square, Woking GU21 6HR, UK",LOCATION:Crown Square; LOCATION:Woking; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1038,"13 High St, Chobham, Woking GU24 8AD, UK",PERSON:Woking GU24 8AD; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1039,"9 St Johns Rd, Woking GU21 7SE, UK",PERSON:St Johns Rd; LOCATION:Woking; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1040,"113 Broadway, Southend-on-Sea, Leigh-on-Sea SS9 1PG, UK",LOCATION:Broadway; LOCATION:Southend; PERSON:Leigh; LOCATION:UK,LOCATION; LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850; 0.850
1041,"Eastern Esplanade, Southend-on-Sea SS1 2YG, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1042,"6 Queens Rd, Southend-on-Sea SS1 1LU, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1043,"111 Chalkwell Esplanade, Southend-on-Sea, Westcliff-on-Sea SS0 8JJ, UK",LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1044,"63 Milton Rd, Southend-on-Sea, Westcliff-on-Sea SS0 7JP, UK",PERSON:Milton Rd; LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
1045,"9 Palmeira Ave, Southend-on-Sea, Westcliff-on-Sea SS0 7RR, UK",LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1046,"5 Weston Rd, Southend-on-Sea SS1 1AS, UK",PERSON:Weston Rd; LOCATION:Southend; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1047,"1219 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3JB, UK",LOCATION:London Rd; LOCATION:Southend; PERSON:Leigh; DATE_TIME:3JB; LOCATION:UK,LOCATION; LOCATION; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
1048,"The Kiosk, Warrior Square, Southend-on-Sea SS1 2NQ, United Kingdom",LOCATION:Warrior Square; LOCATION:Southend; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1049,"787 London Rd, Southend-on-Sea, Westcliff-on-Sea SS0 9SU, UK",LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1050,"481 London Rd, Southend-on-Sea, Westcliff-on-Sea SS0 9LG, UK",LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1051,"52 High St, Southend-on-Sea SS1 1JG, UK",LOCATION:UK,LOCATION,0.850
1052,"815 London Rd, Southend-on-Sea, Westcliff-on-Sea SS0 9SY, UK",LOCATION:London Rd; LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
1053,"178A West Rd, Southend-on-Sea, Westcliff-on-Sea SS0 9DD, UK",LOCATION:West Rd; LOCATION:Southend; LOCATION:Westcliff; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
1054,"1129 London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3JJ, UK",LOCATION:Southend; PERSON:Leigh; LOCATION:UK,LOCATION; PERSON; LOCATION,0.850; 0.850; 0.850
1055,"143 High St, Southend-on-Sea SS1 1LL, UK",LOCATION:UK,LOCATION,0.850
1056,"189 Leigh Rd, Southend-on-Sea, Leigh-on-Sea SS9 1JE, UK",PERSON:Leigh Rd; LOCATION:Southend; PERSON:Leigh; DATE_TIME:1JE; LOCATION:UK,PERSON; LOCATION; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
1057,"709 Southchurch Rd, Southend-on-Sea SS1 2PW, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1058,"215 Hamstel Rd, Southend-on-Sea SS2 4LB, UK",LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1059,"132 The Broadway, Southend-on-Sea SS1 3ES, UK",LOCATION:Broadway; LOCATION:Southend; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1060,"19 Blair St, Edinburgh EH1 1QR, UK",PERSON:Blair St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1061,"121 Hanover St, Edinburgh EH2 1DJ, UK",PERSON:Hanover St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1062,"77B George St, Edinburgh EH2 3EE, UK",PERSON:George St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1063,"7 Cockburn St, Edinburgh EH1 1BP, UK",PERSON:Cockburn St; LOCATION:Edinburgh; DATE_TIME:1BP; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
1064,"15 Blackfriars St, Edinburgh EH1 1NB, UK",LOCATION:Blackfriars St; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1065,"54-56 West Port, Edinburgh EH1 2LD, UK",LOCATION:West Port; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1066,"3C York Pl, Edinburgh EH1 3EB, UK",LOCATION:Edinburgh; LOCATION:3EB; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1067,"7A Castle St, Edinburgh EH2 3AH, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1068,"304 Lawnmarket, Edinburgh EH1 2PS, UK",PERSON:Lawnmarket; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1069,"16 N Bank St, Edinburgh EH1 2LS, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1070,"63A Cockburn St, Edinburgh EH1 1BU, UK",PERSON:63A Cockburn St; LOCATION:Edinburgh; DATE_TIME:1BU; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
1071,"103-105 W Bow, Edinburgh EH1 2JP, UK",LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1072,"251-253 Canongate, Edinburgh EH8 8BQ, UK",LOCATION:UK,LOCATION,0.850
1073,"95-96 Princes St, Edinburgh EH2 2ER, UK",LOCATION:St; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1074,"15-17 W Register St, Edinburgh EH2 2AA, UK",LOCATION:W Register St; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1075,"21 George IV Bridge, Edinburgh EH1 1EN, UK",PERSON:George IV Bridge; LOCATION:Edinburgh; DATE_TIME:1EN; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
1076,"7 Home St, Edinburgh EH3 9JR, UK",LOCATION:Home St; LOCATION:Edinburgh; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1077,"101 Hanover St, Edinburgh EH2 1DJ, UK",PERSON:Hanover St; LOCATION:Edinburgh; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1078,"9 Brandon Terrace, Edinburgh EH3 5EA, UK",PERSON:Brandon Terrace; LOCATION:Edinburgh; DATE_TIME:5EA; LOCATION:UK,PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
1079,"Dovecot Studios, 10 Infirmary St, Edinburgh, United Kingdom",LOCATION:Infirmary St; LOCATION:Edinburgh; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1080,"Winchester SO23 7LD, UK",LOCATION:UK,LOCATION,0.850
1081,"18 Hanover Buildings, Southampton SO14 1JX, UK",LOCATION:Southampton; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1082,"Alton Road, West Meon GU32 1JX, United Kingdom",LOCATION:West Meon; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
1083,"44 Oxford St, City Centre, Southampton SO14 3DP, UK",LOCATION:Oxford St; LOCATION:Southampton; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1084,"Cranleigh Rd, Portchester, Fareham PO16 9DR, UK",PERSON:Cranleigh Rd; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1085,"Royal Hampshire County Hospital, Romsey Rd, Winchester SO22 5DG, UK",LOCATION:Romsey Rd; PERSON:Winchester; DATE_TIME:5DG; LOCATION:UK,LOCATION; PERSON; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
1086,"The Foundry Yard, 4A London Rd, Kings Worthy, Winchester SO23 7QN, UK",PERSON:Winchester; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1087,"44 High Street, Emsworth PO10 7AW, United Kingdom",LOCATION:United Kingdom,LOCATION,0.850
1088,"22 The Square, Winchester SO23 9EX, UK",LOCATION:Winchester; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1089,"The North Hampshire Hospital & Basingstoke Hospital, Aldermaston Rd, Basingstoke RG24 9NA, UK",LOCATION:Aldermaston Rd; LOCATION:Basingstoke; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
1090,"The Dene, Hurstbourne Tarrant, Andover SP11 0AS, UK",PERSON:Dene; PERSON:Hurstbourne Tarrant; LOCATION:Andover; LOCATION:UK,PERSON; PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
1091,"56 St George's St, Winchester SO23 8AH, UK",PERSON:St George's St; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1092,"Unit 1, Town Quay, Hampshire, Southampton SO14 2AQ, UK",LOCATION:Town Quay; LOCATION:Hampshire; LOCATION:Southampton; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
1093,"52-54 St George's St, Winchester SO23 8AH, UK",PERSON:St George's St; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
1094,"Hampshire House, 170 High St, Southampton SO14 2BY, UK",LOCATION:Southampton; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1095,"De Lunn Buildings, 2, Jewry St, Winchester SO23 8SA, United Kingdom",LOCATION:Jewry St; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
1096,"48-50 High St, Ringwood BH24 1BQ, UK",LOCATION:Ringwood; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1097,"The Hollies, Winchester Rd, Chawton, Alton GU34 1SB, UK",NRP:Hollies; LOCATION:Winchester Rd; LOCATION:Chawton; LOCATION:Alton; LOCATION:UK,NRP; LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
1098,"60 High Street, Alton GU34 1ET, United Kingdom",LOCATION:Alton; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
1099,"15 Broad St, Alresford SO24 9AR, UK",LOCATION:Broad St; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1100,"2 Bolton St, Ramsbottom, Bury BL0 9HX, UK",PERSON:Bolton St; PERSON:Ramsbottom; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
1101,"Wiseman St, Burnley BB11 1RU, UK",PERSON:Wiseman St; LOCATION:Burnley; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
1102,"Wyresdale Park, Snowhill Ln, Scorton, Preston PR3 1BA, UK",PERSON:Wyresdale Park; PERSON:Snowhill Ln; LOCATION:Scorton; LOCATION:Preston; LOCATION:UK,PERSON; PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
1103,"78a Penny St, Lancaster LA1 1XN, UK",LOCATION:Lancaster; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
1104,"2 Club Ln, Preston PR3 2QH, UK",LOCATION:Preston; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
